Region,Distance (mm),Bus Voltage (V),Shunt Voltage (V),Load Voltage (V),Current (mA),Power (mW),Sensor #
1,903.63,4.83,0.70,4.83,6.80,32.00,2
1,894.89,4.84,0.61,4.84,6.10,30.00,3
1,906.55,4.84,0.61,4.84,6.10,30.00,4
1,902.78,4.84,0.57,4.84,5.50,26.00,1
1,896.77,4.82,0.70,4.82,6.90,32.00,2
1,892.49,4.85,0.63,4.85,6.20,30.00,3
1,912.89,4.85,0.60,4.85,6.20,30.00,4
1,896.77,4.86,0.54,4.86,5.50,26.00,1
1,895.23,4.83,0.69,4.83,7.10,32.00,2
1,895.06,4.86,0.62,4.86,6.10,30.00,3
1,910.84,4.86,0.61,4.86,6.50,32.00,4
1,894.20,4.85,0.57,4.85,5.50,26.00,1
1,893.00,4.82,0.70,4.82,6.90,32.00,2
1,888.20,4.85,0.63,4.85,6.20,30.00,3
1,907.41,4.84,0.60,4.84,5.90,30.00,4
1,888.03,4.84,0.56,4.84,5.60,26.00,1
1,890.08,4.84,0.70,4.84,7.00,32.00,2
1,890.08,4.84,0.60,4.84,6.10,30.00,3
1,906.38,4.85,0.58,4.85,6.00,30.00,4
1,885.80,4.85,0.55,4.85,5.60,26.00,1
1,888.20,4.85,0.70,4.85,7.10,32.00,2
1,887.51,4.86,0.64,4.86,6.20,30.00,3
1,903.46,4.86,0.63,4.86,5.90,30.00,4
1,881.85,4.86,0.54,4.86,5.50,26.00,1
1,881.85,4.83,0.69,4.83,7.10,32.00,2
1,881.51,4.85,0.64,4.85,6.10,30.00,3
1,888.71,4.84,0.58,4.84,5.90,30.00,4
1,880.65,4.84,0.53,4.84,5.60,26.00,1
1,879.45,4.84,0.69,4.84,6.60,32.00,2
1,882.71,4.84,0.60,4.84,6.10,30.00,3
1,890.43,4.84,0.61,4.84,6.30,30.00,4
1,882.20,4.85,0.56,4.85,5.70,26.00,1
1,884.94,4.83,0.69,4.83,7.00,32.00,2
1,880.14,4.86,0.63,4.86,6.40,30.00,3
1,892.31,4.86,0.62,4.86,6.00,30.00,4
1,879.79,4.86,0.56,4.86,5.60,26.00,1
1,878.08,4.86,0.73,4.86,7.10,32.00,2
1,873.45,4.86,0.62,4.86,6.00,30.00,3
1,881.68,4.85,0.61,4.85,6.10,30.00,4
1,877.22,4.84,0.53,4.84,5.60,26.00,1
1,875.85,4.82,0.71,4.82,6.70,32.00,2
1,871.39,4.84,0.60,4.84,6.20,30.00,3
1,891.46,4.84,0.60,4.84,6.20,30.00,4
1,870.88,4.84,0.57,4.84,5.50,26.00,1
1,873.11,4.84,0.71,4.84,7.20,36.00,2
1,872.76,4.85,0.62,4.85,6.20,30.00,3
1,889.06,4.86,0.61,4.86,6.10,30.00,4
1,868.30,4.86,0.53,4.86,5.40,26.00,1
1,874.82,4.83,0.70,4.83,7.10,32.00,2
1,869.85,4.86,0.62,4.86,6.10,30.00,3
1,885.28,4.86,0.63,4.86,5.90,30.00,4
1,869.68,4.85,0.56,4.85,5.40,26.00,1
1,868.48,4.83,0.71,4.83,6.80,32.00,2
1,864.53,4.84,0.59,4.84,6.10,30.00,3
1,875.85,4.84,0.61,4.84,6.20,30.00,4
1,863.67,4.84,0.56,4.84,5.50,26.00,1
1,870.02,4.84,0.68,4.84,7.20,36.00,2
1,861.27,4.84,0.61,4.84,6.20,30.00,3
1,873.11,4.85,0.60,4.85,6.20,30.00,4
1,861.10,4.85,0.58,4.85,5.60,26.00,1
1,867.62,4.86,0.72,4.86,6.80,32.00,2
1,858.70,4.86,0.62,4.86,6.00,30.00,3
1,870.88,4.86,0.59,4.86,6.50,32.00,4
1,858.87,4.86,0.56,4.86,5.60,26.00,1
1,860.76,4.86,0.70,4.86,6.80,32.00,2
1,856.30,4.85,0.59,4.85,6.30,30.00,3
1,877.05,4.84,0.61,4.84,6.30,30.00,4
1,860.24,4.84,0.55,4.84,5.50,26.00,1
1,862.64,4.84,0.71,4.84,7.00,32.00,2
1,853.90,4.84,0.60,4.84,6.00,30.00,3
1,865.90,4.84,0.60,4.84,6.10,30.00,4
1,857.33,4.84,0.54,4.84,5.80,26.00,1
1,855.44,4.85,0.72,4.85,6.90,32.00,2
1,850.81,4.86,0.63,4.86,6.10,30.00,3
1,867.62,4.86,0.63,4.86,6.10,32.00,4
1,850.81,4.85,0.56,4.85,5.30,26.00,1
1,852.70,4.86,0.73,4.86,7.20,36.00,2
1,852.01,4.86,0.61,4.86,6.00,30.00,3
1,860.24,4.86,0.61,4.86,6.10,30.00,4
1,847.90,4.85,0.55,4.85,5.60,26.00,1
1,850.13,4.84,0.73,4.84,7.10,32.00,2
1,849.44,4.84,0.62,4.84,6.20,30.00,3
1,857.84,4.84,0.63,4.84,6.00,30.00,4
1,845.67,4.84,0.55,4.84,5.50,26.00,1
1,844.64,4.83,0.71,4.83,6.90,32.00,2
1,847.04,4.84,0.64,4.84,6.00,32.00,3
1,855.61,4.85,0.65,4.85,6.20,30.00,4
1,847.21,4.85,0.56,4.85,5.60,26.00,1
1,845.32,4.83,0.70,4.83,7.20,32.00,2
1,841.04,4.86,0.60,4.86,6.40,30.00,3
1,852.87,4.86,0.58,4.86,6.40,30.00,4
1,840.86,4.86,0.54,4.86,5.50,26.00,1
1,838.98,4.86,0.70,4.86,7.10,32.00,2
1,842.24,4.85,0.62,4.85,5.90,30.00,3
1,850.47,4.84,0.60,4.84,6.20,30.00,4
1,838.12,4.84,0.56,4.84,5.80,26.00,1
1,841.38,4.84,0.69,4.84,7.20,36.00,2
1,835.72,4.84,0.61,4.84,6.00,30.00,3
1,847.90,4.84,0.62,4.84,6.30,30.00,4
1,840.01,4.84,0.56,4.84,5.50,26.00,1
1,837.95,4.82,0.70,4.82,7.10,32.00,2
1,837.26,4.85,0.62,4.85,6.30,30.00,3
1,845.84,4.86,0.59,4.86,6.10,30.00,4
1,837.61,4.86,0.54,4.86,5.70,26.00,1
1,831.95,4.86,0.71,4.86,7.10,32.00,2
1,839.32,4.86,0.62,4.86,6.20,30.00,3
1,847.72,4.86,0.60,4.86,6.10,30.00,4
1,831.09,4.85,0.56,4.85,5.70,26.00,1
1,833.32,4.83,0.69,4.83,7.00,32.00,2
1,832.63,4.85,0.59,4.85,6.40,30.00,3
1,846.35,4.85,0.61,4.85,6.10,30.00,4
1,832.29,4.84,0.57,4.84,5.60,26.00,1
1,830.57,4.84,0.69,4.84,6.80,32.00,2
1,829.89,4.84,0.63,4.84,6.10,30.00,3
1,838.29,4.84,0.61,4.84,6.20,30.00,4
1,829.72,4.84,0.56,4.84,5.60,26.00,1
1,824.23,4.82,0.72,4.82,7.20,36.00,2
1,823.37,4.85,0.63,4.85,6.20,30.00,3
1,835.72,4.86,0.61,4.86,6.10,30.00,4
1,831.26,4.86,0.55,4.86,5.60,26.00,1
1,825.43,4.84,0.71,4.84,7.00,32.00,2
1,825.77,4.86,0.63,4.86,6.20,30.00,3
1,834.52,4.86,0.61,4.86,6.30,30.00,4
1,822.17,4.85,0.54,4.85,5.60,26.00,1
1,827.14,4.85,0.68,4.85,7.20,36.00,2
1,822.17,4.85,0.63,4.85,6.00,30.00,3
1,830.92,4.84,0.63,4.84,6.10,30.00,4
1,822.17,4.84,0.53,4.84,5.70,26.00,1
1,820.28,4.84,0.71,4.84,6.90,32.00,2
1,819.43,4.84,0.62,4.84,6.20,30.00,3
1,828.00,4.84,0.59,4.84,6.20,30.00,4
1,819.43,4.84,0.54,4.84,5.70,26.00,1
1,821.48,4.82,0.69,4.82,7.20,36.00,2
1,812.57,4.85,0.62,4.85,6.20,30.00,3
1,829.55,4.85,0.61,4.85,6.10,30.00,4
1,816.68,4.86,0.55,4.86,5.70,30.00,1
1,814.80,4.83,0.71,4.83,6.90,32.00,2
1,813.77,4.86,0.62,4.86,6.10,30.00,3
1,826.80,4.86,0.61,4.86,6.20,30.00,4
1,813.94,4.86,0.57,4.86,5.40,26.00,1
1,811.71,4.83,0.69,4.83,6.90,32.00,2
1,807.08,4.86,0.62,4.86,6.00,30.00,3
1,824.23,4.85,0.59,4.85,6.30,30.00,4
1,811.37,4.84,0.54,4.84,5.50,26.00,1
1,809.31,4.82,0.69,4.82,7.00,36.00,2
1,808.28,4.84,0.63,4.84,6.20,30.00,3
1,813.42,4.84,0.61,4.84,6.30,30.00,4
1,808.62,4.84,0.55,4.84,5.60,26.00,1
1,806.91,4.84,0.72,4.84,6.90,32.00,2
1,806.05,4.84,0.61,4.84,6.10,30.00,3
1,814.63,4.85,0.61,4.85,6.30,30.00,4
1,802.28,4.85,0.53,4.85,5.80,30.00,1
1,804.33,4.85,0.70,4.85,7.00,32.00,2
1,799.88,4.86,0.62,4.86,6.10,30.00,3
1,812.05,4.86,0.64,4.86,5.90,30.00,4
1,803.99,4.86,0.57,4.86,5.60,26.00,1
1,799.02,4.86,0.72,4.86,7.00,32.00,2
1,797.99,4.86,0.60,4.86,6.20,30.00,3
1,810.34,4.86,0.61,4.86,6.20,30.00,4
1,802.11,4.85,0.56,4.85,5.60,26.00,1
1,800.05,4.83,0.70,4.83,6.70,32.00,2
1,793.87,4.84,0.63,4.84,6.20,30.00,3
1,811.02,4.84,0.61,4.84,6.10,30.00,4
1,797.99,4.84,0.53,4.84,5.50,26.00,1
1,795.93,4.84,0.69,4.84,7.00,32.00,2
1,795.25,4.84,0.62,4.84,6.20,30.00,3
1,799.36,4.84,0.61,4.84,6.20,30.00,4
1,795.25,4.84,0.51,4.84,5.50,26.00,1
1,794.04,4.84,0.68,4.84,7.00,32.00,2
1,793.19,4.84,0.61,4.84,6.30,30.00,3
1,801.93,4.85,0.61,4.85,6.20,30.00,4
1,792.50,4.85,0.56,4.85,5.50,26.00,1
1,790.44,4.83,0.69,4.83,6.90,32.00,2
1,789.93,4.86,0.60,4.86,6.30,30.00,3
1,802.45,4.86,0.62,4.86,6.00,30.00,4
1,790.10,4.86,0.54,4.86,5.50,26.00,1
1,793.36,4.86,0.71,4.86,7.00,32.00,2
1,788.04,4.86,0.60,4.86,6.10,30.00,3
1,792.50,4.86,0.63,4.86,6.10,30.00,4
1,787.19,4.86,0.57,4.86,5.70,26.00,1
1,785.30,4.83,0.70,4.83,7.00,32.00,2
1,780.84,4.86,0.60,4.86,6.20,30.00,3
1,793.02,4.86,0.60,4.86,6.30,30.00,4
1,781.53,4.84,0.56,4.84,5.60,30.00,1
1,780.50,4.83,0.69,4.83,6.90,32.00,2
1,781.87,4.84,0.62,4.84,6.10,30.00,3
1,794.39,4.84,0.61,4.84,6.40,30.00,4
1,782.04,4.84,0.56,4.84,5.60,30.00,1
1,778.27,4.84,0.71,4.84,6.80,32.00,2
1,779.98,4.84,0.63,4.84,6.10,30.00,3
1,788.21,4.84,0.60,4.84,6.20,30.00,4
1,780.15,4.84,0.55,4.84,5.70,26.00,1
1,774.15,4.84,0.70,4.84,7.00,32.00,2
1,773.98,4.84,0.62,4.84,6.10,30.00,3
1,781.53,4.85,0.60,4.85,6.10,30.00,4
1,777.07,4.85,0.54,4.85,5.40,26.00,1
1,779.12,4.83,0.68,4.83,6.90,32.00,2
1,771.06,4.86,0.59,4.86,6.00,30.00,3
1,782.90,4.86,0.62,4.86,6.10,30.00,4
1,775.18,4.86,0.54,4.86,5.70,26.00,1
1,772.26,4.83,0.70,4.83,6.90,32.00,2
1,771.24,4.86,0.63,4.86,6.20,30.00,3
1,781.18,4.86,0.62,4.86,6.10,30.00,4
1,772.61,4.86,0.56,4.86,5.70,26.00,1
1,773.29,4.83,0.69,4.83,6.90,32.00,2
1,768.66,4.86,0.63,4.86,6.00,30.00,3
1,778.27,4.85,0.59,4.85,6.00,30.00,4
1,769.52,4.85,0.55,4.85,5.80,30.00,1
1,763.00,4.82,0.72,4.82,7.00,32.00,2
1,761.63,4.84,0.60,4.84,6.30,30.00,3
1,775.35,4.84,0.62,4.84,5.90,30.00,4
1,767.12,4.84,0.55,4.84,5.50,26.00,1
1,759.92,4.81,0.68,4.81,6.80,32.00,2
1,760.09,4.84,0.63,4.84,6.10,30.00,3
1,772.78,4.84,0.62,4.84,6.20,30.00,4
1,759.06,4.84,0.55,4.84,5.50,26.00,1
1,758.37,4.84,0.68,4.84,7.00,32.00,2
1,757.34,4.84,0.60,4.84,6.30,30.00,3
1,777.24,4.84,0.64,4.84,6.20,30.00,4
1,760.60,4.85,0.54,4.85,5.40,26.00,1
1,759.23,4.85,0.68,4.85,6.90,32.00,2
1,754.26,4.85,0.60,4.85,6.30,30.00,3
1,765.40,4.86,0.61,4.86,6.30,30.00,4
1,758.20,4.85,0.53,4.85,5.60,26.00,1
1,760.43,4.85,0.70,4.85,7.00,36.00,2
1,750.14,4.86,0.60,4.86,6.20,30.00,3
1,763.52,4.86,0.62,4.86,6.10,30.00,4
1,754.94,4.86,0.55,4.86,5.50,26.00,1
1,749.28,4.83,0.71,4.83,7.00,32.00,2
1,752.20,4.86,0.63,4.86,6.10,30.00,3
1,759.92,4.86,0.61,4.86,6.10,30.00,4
1,752.37,4.86,0.54,4.86,5.60,26.00,1
1,746.37,4.86,0.71,4.86,7.10,32.00,2
1,748.25,4.86,0.62,4.86,6.20,30.00,3
1,762.83,4.86,0.60,4.86,6.10,30.00,4
1,749.63,4.85,0.56,4.85,5.60,26.00,1
1,746.20,4.82,0.71,4.82,6.80,32.00,2
1,742.94,4.85,0.61,4.85,6.30,30.00,3
1,754.09,4.84,0.64,4.84,5.90,30.00,4
1,746.88,4.84,0.53,4.84,5.40,26.00,1
1,745.17,4.84,0.70,4.84,7.10,32.00,2
1,739.85,4.84,0.59,4.84,6.10,30.00,3
1,748.77,4.84,0.60,4.84,6.40,30.00,4
1,742.77,4.84,0.57,4.84,5.40,26.00,1
1,738.65,4.84,0.67,4.84,7.20,36.00,2
1,737.45,4.84,0.62,4.84,6.20,30.00,3
1,749.63,4.84,0.62,4.84,6.20,30.00,4
1,741.05,4.84,0.54,4.84,5.40,26.00,1
1,738.31,4.82,0.71,4.82,7.00,32.00,2
1,734.19,4.84,0.63,4.84,5.80,30.00,3
1,745.51,4.84,0.62,4.84,6.20,30.00,4
1,733.85,4.84,0.57,4.84,5.80,26.00,1
1,738.82,4.84,0.71,4.84,7.10,32.00,2
1,731.10,4.84,0.61,4.84,6.20,30.00,3
1,743.45,4.85,0.61,4.85,6.10,30.00,4
1,735.05,4.84,0.57,4.84,5.50,26.00,1
1,729.22,4.85,0.71,4.85,6.90,32.00,2
1,728.53,4.86,0.62,4.86,6.20,30.00,3
1,740.88,4.86,0.61,4.86,6.00,30.00,4
1,732.48,4.85,0.55,4.85,5.40,26.00,1
1,726.65,4.86,0.70,4.86,7.00,32.00,2
1,725.96,4.86,0.64,4.86,6.10,30.00,3
1,737.96,4.86,0.62,4.86,6.00,30.00,4
1,728.36,4.86,0.57,4.86,5.50,26.00,1
1,727.85,4.83,0.70,4.83,6.90,36.00,2
1,722.53,4.86,0.61,4.86,6.10,30.00,3
1,735.39,4.86,0.60,4.86,6.10,30.00,4
1,726.30,4.86,0.55,4.86,5.50,26.00,1
1,725.79,4.83,0.70,4.83,7.00,32.00,2
1,724.76,4.86,0.61,4.86,6.10,30.00,3
1,732.82,4.86,0.60,4.86,6.30,30.00,4
1,723.90,4.86,0.57,4.86,5.50,26.00,1
1,723.39,4.83,0.69,4.83,7.00,32.00,2
1,722.53,4.86,0.62,4.86,6.10,30.00,3
1,730.42,4.86,0.61,4.86,6.00,30.00,4
1,718.24,4.86,0.55,4.86,5.70,26.00,1
1,720.30,4.82,0.68,4.82,6.90,32.00,2
1,715.84,4.86,0.63,4.86,6.10,30.00,3
1,727.85,4.86,0.63,4.86,6.30,30.00,4
1,719.79,4.85,0.58,4.85,5.50,26.00,1
1,713.78,4.85,0.67,4.85,6.90,32.00,2
1,716.87,4.86,0.61,4.86,6.00,30.00,3
1,720.13,4.85,0.62,4.85,6.20,30.00,4
1,716.70,4.84,0.55,4.84,5.70,26.00,1
1,715.33,4.85,0.68,4.85,6.90,32.00,2
1,714.13,4.85,0.61,4.85,6.20,30.00,3
1,718.76,4.85,0.60,4.85,6.20,30.00,4
1,710.52,4.84,0.55,4.84,5.50,26.00,1
1,708.47,4.82,0.70,4.82,6.90,32.00,2
1,707.78,4.84,0.62,4.84,6.40,30.00,3
1,716.53,4.85,0.63,4.85,6.00,30.00,4
1,711.90,4.84,0.58,4.84,5.50,26.00,1
1,709.84,4.82,0.71,4.82,6.90,32.00,2
1,705.55,4.84,0.62,4.84,6.20,30.00,3
1,722.53,4.84,0.60,4.84,6.20,30.00,4
1,705.72,4.84,0.54,4.84,5.40,26.00,1
1,708.29,4.84,0.69,4.84,7.00,32.00,2
1,703.49,4.84,0.60,4.84,6.10,30.00,3
1,712.24,4.84,0.62,4.84,6.10,30.00,4
1,703.49,4.84,0.54,4.84,5.50,26.00,1
1,706.24,4.81,0.69,4.81,6.60,32.00,2
1,701.44,4.84,0.63,4.84,5.80,30.00,3
1,709.67,4.84,0.61,4.84,6.20,30.00,4
1,705.21,4.84,0.55,4.84,5.20,26.00,1
1,699.72,4.84,0.69,4.84,6.90,32.00,2
1,701.78,4.84,0.61,4.84,6.40,30.00,3
1,707.61,4.84,0.61,4.84,6.10,30.00,4
1,703.15,4.84,0.55,4.84,5.60,26.00,1
1,701.09,4.81,0.71,4.81,7.10,32.00,2
1,696.63,4.84,0.60,4.84,5.90,30.00,3
1,705.04,4.84,0.62,4.84,6.20,30.00,4
1,699.55,4.84,0.58,4.84,5.50,26.00,1
1,695.09,4.84,0.72,4.84,7.10,36.00,2
1,698.18,4.84,0.61,4.84,6.00,30.00,3
1,705.55,4.84,0.62,4.84,6.20,30.00,4
1,698.52,4.84,0.56,4.84,5.60,26.00,1
1,697.15,4.84,0.72,4.84,6.80,32.00,2
1,692.86,4.85,0.63,4.85,6.00,30.00,3
1,712.75,4.84,0.61,4.84,6.00,30.00,4
1,695.78,4.85,0.54,4.85,5.60,26.00,1
1,694.40,4.82,0.70,4.82,7.00,36.00,2
1,689.77,4.85,0.61,4.85,6.30,30.00,3
1,706.07,4.85,0.59,4.85,6.00,30.00,4
1,693.89,4.85,0.56,4.85,5.60,26.00,1
1,688.40,4.84,0.71,4.84,7.10,32.00,2
1,687.71,4.85,0.62,4.85,6.10,30.00,3
1,708.12,4.85,0.63,4.85,6.00,30.00,4
1,691.15,4.85,0.54,4.85,5.40,26.00,1
1,685.83,4.85,0.70,4.85,7.00,32.00,2
1,684.97,4.86,0.62,4.86,6.20,30.00,3
1,697.49,4.85,0.62,4.85,6.30,30.00,4
1,685.14,4.85,0.58,4.85,5.30,26.00,1
1,687.37,4.85,0.69,4.85,7.20,36.00,2
1,686.69,4.86,0.63,4.86,6.00,30.00,3
1,694.92,4.86,0.62,4.86,6.00,30.00,4
1,686.69,4.86,0.55,4.86,5.60,26.00,1
1,684.80,4.83,0.72,4.83,7.20,36.00,2
1,680.34,4.86,0.63,4.86,6.20,30.00,3
1,691.83,4.86,0.63,4.86,6.20,30.00,4
1,683.60,4.86,0.56,4.86,5.40,26.00,1
1,678.28,4.83,0.70,4.83,7.10,32.00,2
1,681.54,4.86,0.63,4.86,6.30,30.00,3
1,693.20,4.86,0.62,4.86,6.10,30.00,4
1,681.03,4.86,0.54,4.86,5.50,26.00,1
1,679.31,4.83,0.72,4.83,7.00,32.00,2
1,674.68,4.86,0.62,4.86,6.20,30.00,3
1,686.69,4.86,0.60,4.86,6.40,30.00,4
1,678.97,4.86,0.56,4.86,5.60,26.00,1
1,677.25,4.86,0.70,4.86,7.00,32.00,2
1,672.62,4.86,0.61,4.86,6.40,30.00,3
1,684.63,4.86,0.63,4.86,6.10,30.00,4
1,675.88,4.86,0.54,4.86,5.60,26.00,1
1,674.68,4.86,0.68,4.86,6.80,32.00,2
1,669.88,4.86,0.59,4.86,6.20,30.00,3
1,690.29,4.86,0.62,4.86,5.90,30.00,4
1,669.71,4.86,0.56,4.86,5.40,26.00,1
1,672.11,4.86,0.69,4.86,7.10,32.00,2
1,668.51,4.86,0.63,4.86,6.10,30.00,3
1,683.60,4.86,0.59,4.86,6.30,30.00,4
1,671.25,4.86,0.56,4.86,5.60,26.00,1
1,669.54,4.85,0.71,4.85,7.10,32.00,2
1,669.02,4.86,0.62,4.86,6.10,30.00,3
1,681.20,4.86,0.60,4.86,6.10,30.00,4
1,668.16,4.86,0.57,4.86,5.60,26.00,1
1,666.62,4.83,0.69,4.83,6.90,32.00,2
1,662.16,4.86,0.61,4.86,6.10,30.00,3
1,682.23,4.86,0.62,4.86,6.10,30.00,4
1,665.76,4.86,0.56,4.86,5.70,26.00,1
1,664.05,4.86,0.73,4.86,6.90,32.00,2
1,660.10,4.86,0.62,4.86,6.20,30.00,3
1,679.14,4.86,0.61,4.86,6.00,30.00,4
1,658.56,4.86,0.57,4.86,5.40,26.00,1
1,665.25,4.85,0.71,4.85,6.90,32.00,2
1,655.82,4.86,0.64,4.86,6.30,30.00,3
1,676.05,4.86,0.60,4.86,6.30,30.00,4
1,659.07,4.86,0.54,4.86,5.40,26.00,1
1,661.99,4.83,0.71,4.83,6.80,32.00,2
1,653.93,4.86,0.61,4.86,6.10,30.00,3
1,668.85,4.86,0.61,4.86,6.10,30.00,4
1,652.39,4.86,0.56,4.86,5.40,26.00,1
1,654.79,4.85,0.71,4.85,7.30,36.00,2
1,653.93,4.86,0.63,4.86,6.20,30.00,3
1,665.93,4.86,0.63,4.86,6.00,30.00,4
1,653.41,4.86,0.57,4.86,5.50,26.00,1
1,651.70,4.86,0.71,4.86,6.90,32.00,2
1,647.07,4.86,0.64,4.86,6.00,30.00,3
1,667.31,4.86,0.63,4.86,6.10,30.00,4
1,646.55,4.86,0.55,4.86,5.40,26.00,1
1,650.33,4.83,0.69,4.83,7.10,32.00,2
1,645.53,4.86,0.63,4.86,6.10,30.00,3
1,657.19,4.86,0.61,4.86,6.10,30.00,4
1,649.13,4.86,0.56,4.86,5.60,26.00,1
1,647.24,4.85,0.68,4.85,7.10,32.00,2
1,645.35,4.86,0.63,4.86,6.20,30.00,3
1,661.65,4.86,0.63,4.86,6.10,30.00,4
1,640.90,4.86,0.57,4.86,5.60,26.00,1
1,647.24,4.86,0.68,4.86,6.90,32.00,2
1,642.27,4.86,0.61,4.86,6.10,30.00,3
1,658.56,4.86,0.61,4.86,6.10,30.00,4
1,641.92,4.86,0.55,4.86,5.10,26.00,1
1,644.50,4.83,0.69,4.83,6.80,36.00,2
1,639.18,4.86,0.63,4.86,6.10,30.00,3
1,647.24,4.86,0.62,4.86,6.20,30.00,4
1,634.72,4.86,0.56,4.86,5.50,26.00,1
1,637.29,4.83,0.67,4.83,6.90,32.00,2
1,636.61,4.86,0.62,4.86,6.10,30.00,3
1,644.15,4.86,0.63,4.86,6.10,30.00,4
1,635.75,4.85,0.58,4.85,5.50,26.00,1
1,634.72,4.83,0.69,4.83,7.00,32.00,2
1,633.35,4.86,0.63,4.86,6.10,30.00,3
1,641.07,4.86,0.63,4.86,6.20,30.00,4
1,628.55,4.85,0.57,4.85,5.70,26.00,1
1,631.12,4.82,0.68,4.82,6.80,36.00,2
1,627.35,4.86,0.61,4.86,6.10,30.00,3
1,643.64,4.85,0.64,4.85,6.00,30.00,4
1,631.12,4.85,0.55,4.85,5.40,26.00,1
1,629.06,4.85,0.69,4.85,7.10,32.00,2
1,624.26,4.85,0.62,4.85,6.20,30.00,3
1,639.35,4.85,0.63,4.85,6.20,30.00,4
1,622.89,4.85,0.57,4.85,5.50,26.00,1
1,625.12,4.84,0.68,4.84,7.00,32.00,2
1,624.26,4.84,0.61,4.84,6.10,30.00,3
1,632.15,4.84,0.62,4.84,6.20,30.00,4
1,619.80,4.84,0.55,4.84,5.40,26.00,1
1,622.03,4.82,0.70,4.82,7.00,32.00,2
1,622.37,4.84,0.61,4.84,6.40,30.00,3
1,634.21,4.84,0.59,4.84,6.30,30.00,4
1,617.74,4.84,0.53,4.84,5.70,26.00,1
1,619.97,4.81,0.70,4.81,6.80,32.00,2
1,614.31,4.84,0.64,4.84,6.30,30.00,3
1,625.80,4.84,0.61,4.84,6.10,30.00,4
1,617.23,4.84,0.56,4.84,5.40,26.00,1
1,619.97,4.84,0.69,4.84,7.00,32.00,2
1,611.91,4.84,0.60,4.84,6.30,30.00,3
1,631.98,4.84,0.61,4.84,6.00,30.00,4
1,611.05,4.84,0.55,4.84,5.70,26.00,1
1,613.46,4.81,0.68,4.81,6.90,32.00,2
1,607.62,4.85,0.59,4.85,6.30,30.00,3
1,619.11,4.84,0.62,4.84,6.20,30.00,4
1,611.05,4.84,0.54,4.84,5.50,26.00,1
1,610.37,4.84,0.70,4.84,7.20,36.00,2
1,609.85,4.84,0.62,4.84,6.10,30.00,3
1,617.06,4.85,0.60,4.85,5.80,30.00,4
1,607.97,4.84,0.53,4.84,5.80,30.00,1
1,610.37,4.85,0.67,4.85,6.80,32.00,2
1,602.48,4.85,0.61,4.85,6.00,30.00,3
1,614.31,4.86,0.62,4.86,6.10,30.00,4
1,603.34,4.85,0.54,4.85,5.70,26.00,1
1,607.97,4.83,0.69,4.83,7.00,32.00,2
1,607.45,4.85,0.63,4.85,6.20,30.00,3
1,610.03,4.86,0.60,4.86,6.00,30.00,4
1,604.37,4.85,0.54,4.85,5.60,26.00,1
1,602.82,4.86,0.67,4.86,7.10,32.00,2
1,603.68,4.86,0.61,4.86,6.30,30.00,3
1,606.94,4.86,0.60,4.86,6.20,30.00,4
1,597.16,4.86,0.57,4.86,5.30,26.00,1
1,599.74,4.86,0.69,4.86,6.80,32.00,2
1,597.68,4.86,0.60,4.86,5.80,30.00,3
1,607.97,4.86,0.61,4.86,6.20,30.00,4
1,594.08,4.86,0.54,4.86,5.70,26.00,1
1,600.59,4.86,0.71,4.86,7.00,32.00,2
1,599.74,4.86,0.62,4.86,6.30,30.00,3
1,601.62,4.86,0.60,4.86,6.40,30.00,4
1,590.47,4.85,0.55,4.85,5.50,26.00,1
1,593.05,4.85,0.70,4.85,7.00,32.00,2
1,591.16,4.86,0.63,4.86,6.50,32.00,3
1,602.48,4.85,0.60,4.85,6.20,30.00,4
1,587.22,4.85,0.56,4.85,5.50,26.00,1
1,590.30,4.85,0.70,4.85,6.90,32.00,2
1,589.62,4.85,0.61,4.85,6.00,30.00,3
1,596.82,4.84,0.63,4.84,5.90,30.00,4
1,585.16,4.84,0.52,4.84,5.40,26.00,1
1,586.70,4.84,0.71,4.84,6.90,32.00,2
1,590.13,4.84,0.60,4.84,6.10,30.00,3
1,593.73,4.84,0.62,4.84,6.10,30.00,4
1,586.19,4.84,0.55,4.84,5.50,26.00,1
1,588.25,4.84,0.68,4.84,7.20,36.00,2
1,584.47,4.84,0.63,4.84,6.20,30.00,3
1,591.85,4.84,0.61,4.84,6.10,30.00,4
1,579.16,4.84,0.56,4.84,5.40,26.00,1
1,582.24,4.84,0.70,4.84,6.90,32.00,2
1,585.67,4.85,0.62,4.85,6.20,30.00,3
1,592.02,4.84,0.61,4.84,5.90,30.00,4
1,576.58,4.85,0.56,4.85,5.60,26.00,1
1,582.41,4.82,0.68,4.82,6.80,32.00,2
1,581.56,4.85,0.61,4.85,6.30,30.00,3
1,585.50,4.86,0.60,4.86,6.10,30.00,4
1,572.47,4.85,0.57,4.85,5.30,26.00,1
1,575.90,4.86,0.68,4.86,7.00,32.00,2
1,575.21,4.86,0.63,4.86,6.50,30.00,3
1,580.87,4.86,0.61,4.86,6.00,30.00,4
1,569.89,4.86,0.56,4.86,5.40,26.00,1
1,575.73,4.84,0.73,4.84,7.10,32.00,2
1,571.44,4.86,0.64,4.86,6.00,30.00,3
1,574.35,4.86,0.62,4.86,5.80,30.00,4
1,565.61,4.85,0.54,4.85,5.30,26.00,1
1,573.50,4.85,0.70,4.85,6.80,32.00,2
