Region,Distance (mm),Bus Voltage (V),Shunt Voltage (V),Load Voltage (V),Current (mA),Power (mW),Sensor #
3,2940.02,5.01,0.58,5.01,5.70,30.00,2
3,2946.54,5.02,0.71,5.02,7.30,36.00,3
3,2943.63,5.01,0.64,5.01,6.50,32.00,4
3,2954.43,5.01,0.65,5.01,6.20,30.00,1
3,2944.65,5.01,0.57,5.01,5.60,30.00,2
3,2955.46,5.02,0.71,5.02,7.10,36.00,3
3,2943.80,5.02,0.66,5.02,6.50,32.00,4
3,2946.03,5.01,0.64,5.01,6.20,30.00,1
3,2949.46,5.01,0.57,5.01,5.80,30.00,2
3,2942.08,5.02,0.71,5.02,7.30,36.00,3
3,2952.72,5.01,0.65,5.01,6.40,32.00,4
3,2945.86,5.01,0.60,5.01,6.30,32.00,1
3,2945.00,5.01,0.57,5.01,5.80,30.00,2
3,2946.37,5.02,0.71,5.02,6.90,36.00,3
3,2952.89,5.01,0.64,5.01,6.40,32.00,4
3,2963.18,5.01,0.63,5.01,6.40,32.00,1
3,2953.57,5.01,0.59,5.01,5.50,26.00,2
3,2946.71,5.02,0.73,5.02,7.10,36.00,3
3,2948.08,5.01,0.64,5.01,6.40,32.00,4
3,2954.77,5.01,0.62,5.01,6.30,30.00,1
3,2944.48,5.01,0.57,5.01,5.50,26.00,2
3,2942.08,5.02,0.70,5.02,7.00,36.00,3
3,2952.54,5.01,0.63,5.01,6.10,32.00,4
3,2963.01,5.02,0.63,5.02,6.30,32.00,1
3,2949.46,5.01,0.57,5.01,5.50,26.00,2
3,2946.37,5.03,0.71,5.03,7.20,36.00,3
3,2957.00,5.01,0.62,5.01,6.40,32.00,4
3,2945.68,5.01,0.64,5.01,6.50,30.00,1
3,2949.46,5.01,0.58,5.01,5.80,30.00,2
3,2951.17,5.03,0.72,5.03,7.20,36.00,3
3,2948.26,5.01,0.64,5.01,6.30,32.00,4
3,2945.68,5.01,0.63,5.01,6.30,32.00,1
3,2948.94,5.01,0.59,5.01,5.70,30.00,2
3,2946.37,5.02,0.69,5.02,7.20,36.00,3
3,2943.80,5.01,0.61,5.01,6.40,32.00,4
3,2945.34,5.01,0.62,5.01,6.40,32.00,1
3,2957.86,5.01,0.58,5.01,5.60,30.00,2
3,2946.37,5.03,0.73,5.03,6.90,36.00,3
3,2957.00,5.01,0.64,5.01,6.30,32.00,4
3,2945.51,5.01,0.63,5.01,6.20,30.00,1
3,2948.94,5.01,0.56,5.01,5.60,26.00,2
3,2955.63,5.03,0.74,5.03,7.20,36.00,3
3,2947.91,5.01,0.63,5.01,6.40,30.00,4
3,2954.60,5.01,0.64,5.01,6.40,30.00,1
3,2940.02,5.01,0.56,5.01,5.70,30.00,2
3,2942.08,5.03,0.70,5.03,7.20,36.00,3
3,2948.08,5.01,0.65,5.01,6.40,32.00,4
3,2941.22,5.01,0.61,5.01,6.30,32.00,1
3,2953.40,5.01,0.57,5.01,5.70,30.00,2
3,2946.71,5.03,0.70,5.03,7.20,36.00,3
3,2948.26,5.02,0.64,5.02,6.10,30.00,4
3,2949.97,5.01,0.62,5.01,6.40,30.00,1
3,2944.31,5.01,0.58,5.01,5.80,30.00,2
3,2946.37,5.03,0.70,5.03,7.10,36.00,3
3,2948.26,5.02,0.62,5.02,6.40,32.00,4
3,2954.60,5.01,0.66,5.01,6.20,32.00,1
3,2944.65,5.01,0.55,5.01,5.80,30.00,2
3,2946.54,5.03,0.69,5.03,7.20,36.00,3
3,2943.45,5.02,0.64,5.02,6.30,32.00,4
3,2945.86,5.01,0.63,5.01,6.50,32.00,1
3,2940.20,5.01,0.57,5.01,5.60,30.00,2
3,2964.38,5.03,0.72,5.03,7.10,36.00,3
3,2961.46,5.01,0.62,5.01,6.20,32.00,4
3,2940.88,5.01,0.62,5.01,6.40,32.00,1
3,2944.83,5.01,0.58,5.01,5.80,30.00,2
3,2946.54,5.03,0.72,5.03,7.20,36.00,3
3,2957.17,5.01,0.63,5.01,6.30,32.00,4
3,2945.68,5.02,0.64,5.02,6.20,30.00,1
3,2941.05,5.01,0.59,5.01,5.70,30.00,2
3,2951.00,5.03,0.72,5.03,7.10,36.00,3
3,2961.46,5.01,0.64,5.01,6.40,32.00,4
3,2940.88,5.01,0.62,5.01,6.30,30.00,1
3,2944.83,5.01,0.58,5.01,5.70,30.00,2
3,2941.91,5.03,0.71,5.03,7.10,36.00,3
3,2943.80,5.01,0.64,5.01,6.40,32.00,4
3,2941.05,5.01,0.61,5.01,6.40,32.00,1
3,2949.46,5.01,0.57,5.01,5.80,30.00,2
3,2955.63,5.03,0.73,5.03,7.10,36.00,3
3,2948.43,5.02,0.62,5.02,6.50,32.00,4
3,2954.60,5.01,0.63,5.01,6.30,30.00,1
3,2944.48,5.01,0.58,5.01,5.80,30.00,2
3,2955.63,5.03,0.71,5.03,7.20,36.00,3
3,2957.35,5.01,0.64,5.01,6.50,32.00,4
3,2945.68,5.01,0.61,5.01,6.30,32.00,1
3,2944.48,5.01,0.57,5.01,5.40,30.00,2
3,2942.25,5.03,0.72,5.03,7.20,36.00,3
3,2957.35,5.01,0.64,5.01,6.50,30.00,4
3,2950.14,5.01,0.63,5.01,6.60,32.00,1
3,2940.37,5.01,0.56,5.01,5.70,26.00,2
3,2947.57,5.03,0.73,5.03,7.20,36.00,3
3,2952.89,5.01,0.62,5.01,6.40,32.00,4
3,2941.05,5.01,0.62,5.01,6.10,30.00,1
3,2944.83,5.01,0.56,5.01,5.60,26.00,2
3,2951.17,5.03,0.70,5.03,7.10,36.00,3
3,2953.06,5.01,0.64,5.01,6.10,30.00,4
3,2945.86,5.01,0.64,5.01,6.20,30.00,1
3,2949.63,5.01,0.58,5.01,5.50,26.00,2
3,2942.25,5.03,0.71,5.03,7.10,36.00,3
3,2943.80,5.01,0.65,5.01,6.30,32.00,4
3,2950.31,5.01,0.63,5.01,6.20,30.00,1
3,2940.37,5.01,0.56,5.01,5.60,30.00,2
3,2941.91,5.03,0.70,5.03,7.20,36.00,3
3,2952.54,5.01,0.65,5.01,6.00,30.00,4
3,2945.86,5.01,0.63,5.01,6.30,32.00,1
3,2945.00,5.01,0.59,5.01,5.70,30.00,2
3,2946.54,5.03,0.71,5.03,7.30,36.00,3
3,2952.89,5.02,0.64,5.02,6.50,32.00,4
3,2947.23,5.01,0.64,5.01,6.40,30.00,1
3,2953.57,5.01,0.56,5.01,5.80,30.00,2
3,2951.17,5.02,0.72,5.02,7.10,36.00,3
3,2952.72,5.02,0.63,5.02,6.20,30.00,4
3,2941.22,5.02,0.65,5.02,6.40,32.00,1
3,2949.29,5.01,0.59,5.01,5.70,30.00,2
3,2955.63,5.02,0.73,5.02,7.50,36.00,3
3,2952.72,5.01,0.64,5.01,6.20,32.00,4
3,2949.97,5.01,0.61,5.01,6.30,32.00,1
3,2939.85,5.01,0.58,5.01,5.40,26.00,2
3,2964.21,5.02,0.73,5.02,7.20,36.00,3
3,2952.72,5.01,0.65,5.01,6.10,32.00,4
3,2941.22,5.01,0.64,5.01,6.50,32.00,1
3,2944.48,5.02,0.56,5.02,5.50,26.00,2
3,2942.25,5.02,0.69,5.02,7.10,36.00,3
3,2943.63,5.01,0.62,5.01,6.50,32.00,4
3,2949.97,5.01,0.63,5.01,6.40,32.00,1
3,2957.86,5.02,0.59,5.02,5.60,30.00,2
3,2941.74,5.02,0.71,5.02,7.00,36.00,3
3,2947.91,5.01,0.63,5.01,6.40,32.00,4
3,2940.88,5.01,0.62,5.01,6.50,32.00,1
3,2945.68,5.02,0.58,5.02,5.70,30.00,2
3,2941.74,5.02,0.71,5.02,7.00,36.00,3
3,2948.26,5.02,0.64,5.02,6.30,32.00,4
3,2941.05,5.01,0.65,5.01,6.20,30.00,1
3,2944.48,5.01,0.57,5.01,5.80,30.00,2
3,2946.54,5.02,0.72,5.02,7.20,36.00,3
3,2957.00,5.01,0.65,5.01,6.40,32.00,4
3,2941.40,5.01,0.63,5.01,6.20,32.00,1
3,2944.83,5.01,0.56,5.01,5.70,30.00,2
3,2959.75,5.02,0.71,5.02,7.20,36.00,3
3,2952.89,5.01,0.65,5.01,6.30,32.00,4
3,2946.03,5.02,0.65,5.02,6.20,30.00,1
3,2949.29,5.02,0.57,5.02,5.80,30.00,2
3,2955.46,5.03,0.70,5.03,7.00,36.00,3
3,2944.65,5.01,0.62,5.01,6.40,32.00,4
3,2945.68,5.01,0.63,5.01,6.30,32.00,1
3,2945.17,5.01,0.58,5.01,5.90,30.00,2
3,2941.91,5.02,0.73,5.02,7.10,36.00,3
3,2948.26,5.01,0.64,5.01,6.50,32.00,4
3,2950.14,5.01,0.62,5.01,6.40,32.00,1
3,2948.94,5.01,0.58,5.01,5.70,30.00,2
3,2946.54,5.02,0.71,5.02,7.10,36.00,3
3,2957.17,5.02,0.64,5.02,6.40,32.00,4
3,2954.60,5.01,0.62,5.01,6.40,32.00,1
3,2953.57,5.01,0.54,5.01,5.50,30.00,2
3,2946.54,5.03,0.73,5.03,7.20,36.00,3
3,2952.72,5.02,0.65,5.02,6.30,32.00,4
3,2945.68,5.02,0.63,5.02,6.50,32.00,1
3,2953.57,5.01,0.58,5.01,5.80,30.00,2
3,2946.54,5.03,0.71,5.03,7.10,36.00,3
3,2948.26,5.02,0.64,5.02,6.10,30.00,4
3,2950.49,5.00,0.66,5.00,6.40,30.00,1
3,2940.20,5.01,0.58,5.01,5.70,26.00,2
3,2942.08,5.03,0.71,5.03,7.00,36.00,3
3,2957.17,5.01,0.65,5.01,6.30,32.00,4
3,2942.08,5.01,0.62,5.01,6.20,30.00,1
3,2944.65,5.01,0.57,5.01,5.70,30.00,2
3,2942.25,5.03,0.75,5.03,7.20,36.00,3
3,2948.08,5.01,0.65,5.01,6.30,32.00,4
3,2950.14,5.01,0.64,5.01,6.30,30.00,1
3,2949.11,5.01,0.56,5.01,5.70,30.00,2
3,2951.00,5.03,0.74,5.03,6.90,36.00,3
3,2948.08,5.01,0.64,5.01,6.10,32.00,4
3,2940.71,5.01,0.64,5.01,6.50,32.00,1
3,2953.92,5.01,0.56,5.01,5.80,30.00,2
3,2959.92,5.03,0.71,5.03,7.10,36.00,3
3,2965.92,5.02,0.63,5.02,6.50,32.00,4
3,2941.22,5.01,0.65,5.01,6.30,32.00,1
3,2949.11,5.01,0.58,5.01,5.70,30.00,2
3,2955.80,5.03,0.73,5.03,7.20,36.00,3
3,2952.89,5.02,0.63,5.02,6.30,32.00,4
3,2949.97,5.01,0.63,5.01,6.10,30.00,1
3,2945.86,5.01,0.58,5.01,5.60,30.00,2
3,2964.38,5.02,0.70,5.02,6.90,36.00,3
3,2957.17,5.01,0.60,5.01,6.20,32.00,4
3,2950.49,5.01,0.63,5.01,6.30,30.00,1
3,2945.00,5.02,0.56,5.02,5.70,30.00,2
3,2942.08,5.02,0.73,5.02,7.00,36.00,3
3,2952.89,5.01,0.65,5.01,6.20,32.00,4
3,2941.22,5.01,0.61,5.01,6.30,32.00,1
3,2944.83,5.01,0.55,5.01,5.80,30.00,2
3,2942.08,5.03,0.72,5.03,7.30,36.00,3
3,2957.17,5.01,0.66,5.01,6.50,32.00,4
3,2940.88,5.01,0.63,5.01,6.40,30.00,1
3,2944.83,5.02,0.58,5.02,5.70,30.00,2
3,2941.91,5.03,0.70,5.03,7.10,36.00,3
3,2961.63,5.01,0.66,5.01,6.40,32.00,4
3,2945.68,5.01,0.63,5.01,6.20,30.00,1
3,2953.74,5.01,0.54,5.01,5.50,26.00,2
3,2946.37,5.02,0.71,5.02,7.00,36.00,3
3,2952.72,5.01,0.64,5.01,6.40,32.00,4
3,2950.14,5.01,0.67,5.01,6.30,30.00,1
3,2953.57,5.01,0.58,5.01,5.60,30.00,2
3,2942.08,5.02,0.72,5.02,7.00,36.00,3
3,2957.17,5.02,0.62,5.02,6.40,32.00,4
3,2950.49,5.02,0.65,5.02,6.50,32.00,1
3,2940.20,5.01,0.56,5.01,6.00,30.00,2
3,2964.38,5.02,0.71,5.02,6.90,36.00,3
3,2948.26,5.01,0.63,5.01,6.50,32.00,4
3,2941.22,5.01,0.62,5.01,6.40,32.00,1
3,2949.11,5.01,0.58,5.01,5.90,30.00,2
3,2942.25,5.02,0.70,5.02,7.20,36.00,3
3,2952.72,5.01,0.63,5.01,6.30,32.00,4
3,2946.20,5.01,0.63,5.01,6.40,32.00,1
3,2953.57,5.01,0.58,5.01,5.70,30.00,2
3,2942.08,5.03,0.71,5.03,7.20,36.00,3
3,2952.72,5.02,0.64,5.02,6.50,32.00,4
3,2950.49,5.01,0.64,5.01,6.30,32.00,1
3,2945.00,5.01,0.60,5.01,5.90,30.00,2
3,2946.54,5.02,0.72,5.02,7.10,36.00,3
3,2952.72,5.01,0.66,5.01,6.20,30.00,4
3,2959.06,5.01,0.62,5.01,6.60,32.00,1
3,2953.57,5.01,0.57,5.01,5.90,30.00,2
3,2946.54,5.03,0.70,5.03,7.10,36.00,3
3,2970.21,5.01,0.64,5.01,6.30,32.00,4
3,2946.03,5.01,0.64,5.01,6.50,30.00,1
3,2944.83,5.01,0.58,5.01,5.70,30.00,2
3,2941.91,5.03,0.71,5.03,7.00,36.00,3
3,2952.72,5.01,0.63,5.01,6.50,32.00,4
3,2940.88,5.01,0.62,5.01,6.30,32.00,1
3,2944.65,5.01,0.56,5.01,5.90,30.00,2
3,2942.08,5.04,0.69,5.04,7.30,36.00,3
3,2952.72,5.01,0.65,5.01,6.60,32.00,4
3,2945.51,5.01,0.63,5.01,6.10,30.00,1
3,2945.86,5.01,0.57,5.01,5.60,30.00,2
3,2951.00,5.03,0.72,5.03,6.90,36.00,3
3,2948.26,5.01,0.63,5.01,6.40,32.00,4
3,2940.88,5.01,0.62,5.01,6.40,30.00,1
3,2953.57,5.01,0.58,5.01,5.80,30.00,2
3,2955.46,5.04,0.72,5.04,7.30,36.00,3
3,2948.26,5.02,0.64,5.02,6.40,32.00,4
3,2946.88,5.02,0.64,5.02,6.20,30.00,1
3,2953.57,5.02,0.57,5.02,5.70,30.00,2
3,2941.74,5.03,0.72,5.03,7.10,36.00,3
3,2952.89,5.01,0.64,5.01,6.50,32.00,4
3,2949.97,5.01,0.66,5.01,6.20,32.00,1
3,2949.46,5.01,0.56,5.01,5.70,30.00,2
3,2946.54,5.02,0.70,5.02,7.00,36.00,3
3,2953.40,5.02,0.64,5.02,6.60,32.00,4
3,2945.86,5.01,0.63,5.01,6.40,32.00,1
3,2944.65,5.02,0.58,5.02,5.80,30.00,2
3,2951.17,5.02,0.72,5.02,7.10,36.00,3
3,2948.08,5.01,0.64,5.01,6.30,32.00,4
3,2945.86,5.01,0.63,5.01,6.40,30.00,1
3,2944.65,5.02,0.56,5.02,5.70,30.00,2
3,2942.25,5.02,0.72,5.02,7.20,36.00,3
3,2952.72,5.01,0.62,5.01,6.40,32.00,4
3,2940.88,5.01,0.60,5.01,6.30,32.00,1
3,2944.48,5.02,0.60,5.02,5.80,30.00,2
3,2938.82,5.03,0.71,5.03,7.40,32.00,3
3,2948.26,5.02,0.63,5.02,6.40,32.00,4
3,2954.43,5.01,0.62,5.01,6.30,30.00,1
3,2944.65,5.01,0.57,5.01,6.00,30.00,2
3,2946.54,5.02,0.72,5.02,7.30,36.00,3
3,2961.80,5.02,0.62,5.02,6.40,32.00,4
3,2940.71,5.01,0.64,5.01,6.50,32.00,1
3,2941.05,5.01,0.58,5.01,5.90,30.00,2
3,2946.54,5.03,0.71,5.03,7.30,36.00,3
3,2948.08,5.02,0.65,5.02,6.30,32.00,4
3,2950.49,5.01,0.65,5.01,6.10,30.00,1
3,2940.02,5.01,0.57,5.01,5.60,30.00,2
3,2941.91,5.02,0.70,5.02,7.30,36.00,3
3,2961.46,5.02,0.61,5.02,6.40,32.00,4
3,2946.88,5.01,0.65,5.01,6.10,30.00,1
3,2944.83,5.01,0.58,5.01,5.70,30.00,2
3,2946.37,5.02,0.72,5.02,7.00,36.00,3
3,2952.72,5.01,0.63,5.01,6.50,32.00,4
3,2949.97,5.01,0.64,5.01,6.40,32.00,1
3,2945.00,5.01,0.58,5.01,5.60,30.00,2
3,2951.17,5.03,0.69,5.03,7.20,36.00,3
3,2952.89,5.01,0.62,5.01,6.40,30.00,4
3,2954.60,5.01,0.64,5.01,6.50,32.00,1
3,2953.40,5.01,0.58,5.01,5.70,30.00,2
3,2951.00,5.03,0.73,5.03,7.20,36.00,3
3,2952.54,5.02,0.64,5.02,6.20,32.00,4
3,2941.22,5.01,0.64,5.01,6.20,32.00,1
3,2957.86,5.01,0.57,5.01,5.70,26.00,2
3,2951.00,5.03,0.71,5.03,7.00,36.00,3
3,2957.35,5.02,0.62,5.02,6.30,32.00,4
3,2950.49,5.01,0.62,5.01,6.50,32.00,1
3,2946.20,5.01,0.57,5.01,5.90,30.00,2
3,2942.43,5.03,0.71,5.03,7.10,36.00,3
3,2957.35,5.02,0.65,5.02,6.50,32.00,4
3,2954.77,5.01,0.63,5.01,6.40,32.00,1
3,2940.02,5.01,0.58,5.01,5.40,26.00,2
3,2942.25,5.03,0.71,5.03,7.00,36.00,3
3,2948.26,5.01,0.62,5.01,6.20,32.00,4
3,2941.91,5.01,0.64,5.01,6.40,32.00,1
3,2953.57,5.01,0.58,5.01,5.80,30.00,2
3,2942.08,5.03,0.71,5.03,7.20,36.00,3
3,2957.35,5.02,0.62,5.02,6.40,32.00,4
3,2950.14,5.01,0.63,5.01,6.20,32.00,1
3,2953.57,5.02,0.57,5.02,5.90,30.00,2
3,2942.08,5.04,0.73,5.04,7.10,36.00,3
3,2957.17,5.02,0.63,5.02,6.50,32.00,4
3,2945.51,5.02,0.60,5.02,6.10,30.00,1
3,2949.11,5.01,0.57,5.01,5.70,30.00,2
3,2951.00,5.03,0.75,5.03,7.20,36.00,3
3,2952.72,5.02,0.63,5.02,6.50,32.00,4
3,2963.35,5.01,0.62,5.01,6.50,32.00,1
3,2945.17,5.01,0.59,5.01,5.60,30.00,2
3,2942.08,5.03,0.71,5.03,7.00,36.00,3
3,2943.80,5.02,0.65,5.02,6.40,32.00,4
3,2945.68,5.01,0.63,5.01,6.10,30.00,1
3,2950.14,5.02,0.58,5.02,5.80,30.00,2
3,2951.17,5.03,0.74,5.03,6.90,36.00,3
3,2948.26,5.02,0.63,5.02,6.50,32.00,4
3,2950.14,5.01,0.62,5.01,6.10,32.00,1
3,2945.00,5.01,0.59,5.01,5.80,30.00,2
3,2946.37,5.03,0.70,5.03,7.10,36.00,3
3,2957.17,5.01,0.61,5.01,6.30,32.00,4
3,2945.68,5.01,0.65,5.01,6.10,30.00,1
3,2944.83,5.01,0.57,5.01,5.60,30.00,2
3,2951.00,5.02,0.71,5.02,7.00,36.00,3
3,2948.43,5.01,0.65,5.01,6.50,32.00,4
3,2946.03,5.01,0.61,5.01,6.30,30.00,1
3,2944.83,5.01,0.58,5.01,6.00,30.00,2
3,2946.54,5.02,0.71,5.02,7.10,36.00,3
3,2943.63,5.02,0.63,5.02,6.40,32.00,4
3,2954.60,5.01,0.63,5.01,6.40,32.00,1
3,2944.48,5.01,0.55,5.01,5.50,30.00,2
3,2946.71,5.03,0.70,5.03,6.90,36.00,3
3,2952.72,5.02,0.62,5.02,6.40,32.00,4
3,2945.68,5.01,0.64,5.01,6.30,32.00,1
3,2940.02,5.01,0.58,5.01,5.60,26.00,2
3,2941.74,5.03,0.70,5.03,6.90,36.00,3
3,2957.35,5.02,0.65,5.02,6.10,30.00,4
3,2945.86,5.01,0.64,5.01,6.20,32.00,1
3,2940.37,5.01,0.59,5.01,5.60,30.00,2
3,2943.28,5.03,0.73,5.03,7.10,36.00,3
3,2948.26,5.01,0.64,5.01,6.20,32.00,4
3,2945.68,5.02,0.64,5.02,6.40,32.00,1
3,2944.48,5.01,0.56,5.01,5.70,30.00,2
3,2951.34,5.03,0.73,5.03,7.10,36.00,3
3,2952.89,5.02,0.63,5.02,6.40,32.00,4
3,2941.05,5.01,0.64,5.01,6.40,32.00,1
3,2944.65,5.01,0.57,5.01,5.70,26.00,2
3,2951.34,5.03,0.71,5.03,7.40,36.00,3
3,2957.35,5.01,0.66,5.01,6.30,30.00,4
3,2946.03,5.02,0.65,5.02,6.40,32.00,1
3,2945.00,5.01,0.57,5.01,5.50,30.00,2
3,2951.00,5.03,0.70,5.03,7.10,36.00,3
3,2957.17,5.01,0.62,5.01,6.40,32.00,4
3,2954.60,5.01,0.64,5.01,6.60,32.00,1
3,2953.57,5.02,0.58,5.02,5.80,30.00,2
3,2946.54,5.04,0.71,5.04,7.30,36.00,3
3,2948.26,5.02,0.63,5.02,6.50,32.00,4
3,2963.35,5.01,0.60,5.01,6.00,30.00,1
3,2953.57,5.02,0.57,5.02,5.60,30.00,2
3,2951.00,5.03,0.72,5.03,6.90,36.00,3
3,2943.80,5.02,0.62,5.02,6.50,32.00,4
3,2940.88,5.01,0.65,5.01,6.30,30.00,1
3,2940.20,5.02,0.58,5.02,5.60,30.00,2
3,2951.00,5.02,0.71,5.02,7.20,36.00,3
3,2952.72,5.02,0.64,5.02,6.50,32.00,4
3,2946.03,5.01,0.63,5.01,6.40,32.00,1
3,2944.65,5.02,0.57,5.02,5.90,30.00,2
3,2941.91,5.02,0.72,5.02,7.20,36.00,3
3,2943.80,5.02,0.65,5.02,6.30,32.00,4
3,2945.86,5.01,0.65,5.01,6.40,32.00,1
3,2944.83,5.02,0.55,5.02,5.80,30.00,2
3,2942.25,5.03,0.71,5.03,7.40,36.00,3
3,2943.80,5.02,0.62,5.02,6.20,30.00,4
3,2946.03,5.01,0.63,5.01,6.20,30.00,1
3,2944.65,5.01,0.58,5.01,5.50,26.00,2
3,2942.08,5.04,0.71,5.04,6.90,36.00,3
3,2952.72,5.02,0.65,5.02,6.20,30.00,4
3,2954.77,5.01,0.63,5.01,6.30,30.00,1
3,2945.00,5.02,0.57,5.02,5.90,30.00,2
3,2946.71,5.03,0.69,5.03,6.90,36.00,3
3,2952.72,5.02,0.64,5.02,6.40,32.00,4
3,2945.68,5.01,0.62,5.01,6.30,32.00,1
3,2949.11,5.02,0.58,5.02,5.90,30.00,2
3,2946.71,5.02,0.70,5.02,6.90,36.00,3
3,2957.17,5.01,0.63,5.01,6.30,32.00,4
3,2950.14,5.01,0.64,5.01,6.20,32.00,1
3,2944.65,5.01,0.58,5.01,5.70,30.00,2
3,2942.08,5.02,0.72,5.02,7.20,36.00,3
3,2969.87,5.01,0.62,5.01,6.30,32.00,4
3,2940.88,5.01,0.62,5.01,6.40,32.00,1
3,2953.57,5.01,0.55,5.01,5.60,30.00,2
3,2951.17,5.03,0.72,5.03,7.30,36.00,3
3,2952.72,5.02,0.65,5.02,6.40,32.00,4
3,2954.60,5.01,0.64,5.01,6.00,30.00,1
3,2940.20,5.01,0.56,5.01,5.90,30.00,2
3,2946.71,5.03,0.71,5.03,7.00,36.00,3
3,2957.17,5.01,0.66,5.01,6.50,32.00,4
3,2946.03,5.02,0.66,5.02,6.10,30.00,1
3,2944.48,5.01,0.58,5.01,5.60,30.00,2
3,2968.66,5.03,0.72,5.03,6.90,36.00,3
3,2952.89,5.01,0.64,5.01,6.10,32.00,4
3,2954.60,5.01,0.64,5.01,6.50,32.00,1
3,2945.00,5.01,0.55,5.01,5.60,30.00,2
3,2964.38,5.03,0.72,5.03,7.40,36.00,3
3,2948.43,5.01,0.63,5.01,6.50,32.00,4
3,2945.68,5.01,0.65,5.01,6.20,30.00,1
3,2948.94,5.01,0.58,5.01,5.60,30.00,2
3,2964.38,5.03,0.70,5.03,7.10,36.00,3
3,2957.17,5.02,0.64,5.02,6.40,32.00,4
3,2946.03,5.01,0.62,5.01,6.30,32.00,1
3,2940.02,5.02,0.58,5.02,5.60,30.00,2
3,2952.37,5.03,0.72,5.03,7.20,36.00,3
3,2957.35,5.01,0.62,5.01,6.20,30.00,4
3,2945.51,5.01,0.65,5.01,6.10,30.00,1
3,2949.46,5.02,0.58,5.02,5.80,30.00,2
3,2951.00,5.02,0.71,5.02,7.20,36.00,3
3,2952.72,5.01,0.66,5.01,6.30,32.00,4
3,2954.43,5.01,0.63,5.01,6.20,30.00,1
3,2944.65,5.01,0.57,5.01,5.90,30.00,2
3,2951.00,5.02,0.71,5.02,7.00,36.00,3
3,2943.63,5.01,0.64,5.01,6.40,32.00,4
3,2950.14,5.01,0.62,5.01,6.40,32.00,1
3,2953.57,5.01,0.59,5.01,5.70,30.00,2
3,2946.71,5.03,0.71,5.03,7.20,36.00,3
3,2952.72,5.01,0.63,5.01,6.40,32.00,4
3,2945.68,5.01,0.63,5.01,6.10,30.00,1
3,2944.48,5.01,0.58,5.01,5.50,26.00,2
3,2942.08,5.02,0.69,5.02,7.30,36.00,3
3,2957.17,5.02,0.63,5.02,6.50,32.00,4
3,2941.22,5.01,0.65,5.01,6.40,32.00,1
3,2944.65,5.01,0.58,5.01,5.70,26.00,2
3,2959.75,5.03,0.71,5.03,7.30,36.00,3
3,2952.54,5.02,0.63,5.02,6.40,32.00,4
3,2941.40,5.01,0.62,5.01,6.50,32.00,1
3,2940.20,5.01,0.55,5.01,5.80,30.00,2
3,2946.54,5.03,0.71,5.03,7.20,36.00,3
3,2948.26,5.01,0.63,5.01,6.30,30.00,4
3,2945.86,5.01,0.61,5.01,6.40,32.00,1
3,2944.65,5.01,0.57,5.01,5.60,30.00,2
3,2955.46,5.03,0.71,5.03,7.30,36.00,3
3,2948.08,5.01,0.64,5.01,6.10,32.00,4
3,2946.03,5.01,0.61,5.01,6.30,32.00,1
3,2949.11,5.01,0.56,5.01,5.80,30.00,2
3,2946.54,5.03,0.71,5.03,7.10,36.00,3
3,2961.63,5.01,0.64,5.01,6.20,30.00,4
3,2954.60,5.01,0.65,5.01,6.10,32.00,1
3,2944.65,5.01,0.60,5.01,5.70,30.00,2
3,2946.54,5.03,0.72,5.03,7.30,36.00,3
3,2961.46,5.01,0.64,5.01,6.30,32.00,4
3,2950.14,5.01,0.63,5.01,6.30,32.00,1
3,2944.48,5.02,0.56,5.02,5.70,30.00,2
3,2946.37,5.03,0.70,5.03,7.30,36.00,3
3,2953.57,5.01,0.64,5.01,6.40,32.00,4
3,2941.05,5.01,0.63,5.01,6.00,30.00,1
3,2953.40,5.02,0.57,5.02,5.50,26.00,2
3,2941.74,5.02,0.72,5.02,7.00,36.00,3
3,2961.46,5.01,0.63,5.01,6.40,32.00,4
3,2941.22,5.01,0.64,5.01,6.20,30.00,1
3,2958.03,5.02,0.59,5.02,5.60,30.00,2
3,2959.75,5.03,0.70,5.03,7.00,36.00,3
3,2952.72,5.02,0.62,5.02,6.30,32.00,4
3,2954.60,5.01,0.64,5.01,6.30,32.00,1
3,2945.17,5.01,0.57,5.01,5.80,30.00,2
3,2942.08,5.02,0.70,5.02,7.30,36.00,3
3,2943.80,5.02,0.62,5.02,6.30,32.00,4
3,2941.05,5.01,0.60,5.01,6.50,32.00,1
3,2945.86,5.01,0.57,5.01,5.70,30.00,2
3,2946.54,5.02,0.71,5.02,6.90,36.00,3
3,2948.43,5.02,0.62,5.02,6.60,32.00,4
3,2945.68,5.01,0.62,5.01,6.40,32.00,1
3,2948.94,5.01,0.55,5.01,5.80,30.00,2
3,2941.91,5.03,0.72,5.03,7.00,36.00,3
3,2961.63,5.02,0.60,5.02,6.50,32.00,4
3,2951.00,5.01,0.62,5.01,6.40,32.00,1
3,2949.29,5.01,0.57,5.01,5.80,30.00,2
3,2946.71,5.02,0.70,5.02,7.20,36.00,3
3,2943.80,5.01,0.65,5.01,6.60,32.00,4
3,2941.22,5.02,0.61,5.02,6.40,32.00,1
3,2953.57,5.01,0.59,5.01,5.80,30.00,2
3,2959.92,5.03,0.73,5.03,7.30,36.00,3
3,2965.92,5.01,0.64,5.01,6.40,32.00,4
3,2950.14,5.01,0.64,5.01,6.20,30.00,1
